ANIO_DENUNCIA;ANIO_HECHO;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;GRUPO_EDAD_VICTIMA;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;RUPTURA;TOTAL_VICTIMAS;Rural;DENSIDAD_POBLACIONAL
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;SI;SI;BARRANQUILLA;NO;1;0;1224588
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;SI;SI;BARRANQUILLA;NO;1;0;1224588
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;SI;SI;SOLEDAD;NO;1;1;620772
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ADULTEZ 29 - 59;SI;SI;SOLEDAD;NO;1;1;620772
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;JUVENTUD 18 - 28;NO;SI;BARRANQUILLA;NO;1;0;1224588
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;PRIMERA INFANCIA 0 - 5;SI;SI;SABANALARGA;NO;1;1;8905
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;SI;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;NO;SI;VILLANUEVA;NO;1;1;23210
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;JUVENTUD 18 - 28;NO;SI;CARTAGENA;NO;1;0;987889
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;JUVENTUD 18 - 28;NO;SI;MAGANGUÉ;NO;1;1;130501
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;NO;SI;CARTAGENA;NO;1;0;987889
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Caldas;JUVENTUD 18 - 28;NO;SI;MANIZALES;SI;1;0;437508
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ADULTEZ 29 - 59;NO;SI;AGUAZUL;NO;1;1;35859
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Casanare;JUVENTUD 18 - 28;SI;SI;NUNCHÍA;NO;1;1;8603
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADOLESCENTE 14 - 17;NO;SI;SANTANDER DE QUILICHAO;NO;1;1;108564
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;NO;SI;BUENOS AIRES;NO;1;1;30778
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;JUVENTUD 18 - 28;NO;SI;POPAYÁN;NO;1;0;320089
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ADOLESCENTE 14 - 17;SI;SI;GUAPI;NO;1;1;27507
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ADOLESCENTE 14 - 17;SI;SI;VALLEDUPAR;NO;1;0;501742
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;JUVENTUD 18 - 28;SI;SI;BOSCONIA;NO;1;1;38469
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;JUVENTUD 18 - 28;SI;SI;VALLEDUPAR;NO;1;0;501742
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;PRIMERA INFANCIA 0 - 5;NO;SI;AGUACHICA;NO;1;1;104849
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;PRIMERA INFANCIA 0 - 5;SI;SI;AGUACHICA;NO;1;1;104849
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cesar;JUVENTUD 18 - 28;SI;SI;VALLEDUPAR;NO;1;0;501742
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ADULTEZ 29 - 59;NO;SI;QUIBDO;NO;1;0;127679
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;JUVENTUD 18 - 28;NO;SI;MONTERÍA;NO;1;0;494945
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ADULTEZ 29 - 59;NO;SI;MOSQUERA;NO;1;1;117990
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Cundinamarca;PRIMERA INFANCIA 0 - 5;NO;SI;SOACHA;NO;1;1;684775
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;NO;SI;SANTA MARTA;NO;1;0;509999
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;SI;SI;SANTA MARTA;NO;1;0;509999
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;SI;SI;SANTA MARTA;NO;1;0;509999
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;SI;SI;ZONA BANANERA;NO;1;1;64931
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;JUVENTUD 18 - 28;SI;SI;SANTA MARTA;NO;1;0;509999
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;ADULTEZ 29 - 59;SI;SI;VILLAVICENCIO;NO;1;0;535328
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;JUVENTUD 18 - 28;NO;SI;RESTREPO;NO;1;1;17762
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Meta;PRE-ADOLESCENTE 12 - 13;SI;SI;SAN MARTÍN;NO;1;1;25305
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;NO;SI;POTOSÍ;NO;1;1;10514
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;NO;SI;TUMACO;NO;1;1;254908
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;SI;SI;BARBACOAS;NO;1;1;54416
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;SI;SI;IPIALES;NO;1;1;115006
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Nariño;ADULTEZ 29 - 59;SI;SI;TUMACO;NO;1;1;254908
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;ADULTEZ 29 - 59;SI;SI;PUERTO ASÍS;NO;1;1;62928
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Putumayo;JUVENTUD 18 - 28;NO;SI;PUERTO ASÍS;NO;1;1;62928
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;NO;SI;LEBRÍJA;NO;1;1;40507
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Santander;JUVENTUD 18 - 28;NO;SI;BUCARAMANGA;NO;1;0;588404
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ADULTEZ 29 - 59;NO;SI;SAN JUAN DE BETULIA;NO;1;1;13104
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ADULTEZ 29 - 59;NO;SI;SAN ONOFRE;NO;1;1;48759
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ADULTEZ 29 - 59;NO;SI;SINCELEJO;NO;1;0;282094
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;ADULTEZ 29 - 59;SI;SI;LOS PALMITOS;NO;1;1;22320
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;JUVENTUD 18 - 28;NO;SI;SINCELEJO;NO;1;0;282094
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;JUVENTUD 18 - 28;SI;SI;SAN LUIS DE SINCÉ;NO;1;1;30551
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Sucre;JUVENTUD 18 - 28;SI;SI;SINCELEJO;NO;1;0;282094
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTEZ 29 - 59;NO;SI;CHAPARRAL;NO;1;1;50193
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTEZ 29 - 59;NO;SI;IBAGUÉ;NO;1;0;532851
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTEZ 29 - 59;SI;SI;IBAGUÉ;NO;1;0;532851
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTO MAYOR DE 60;SI;SI;PLANADAS;NO;1;1;25649
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;NO;SI;IBAGUÉ;NO;1;0;532851
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;OBANDO;NO;1;1;12462
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;YUMBO;NO;1;1;105178
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;PALMIRA;NO;1;1;350812
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INFANCIA 6 - 11;SI;SI;BUENAVENTURA;NO;1;1;309358
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;SI;BUENAVENTURA;NO;1;1;309358
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;SI;SI;CARTAGO;NO;1;1;134792
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;CALI;NO;1;0;2235750
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTO MAYOR DE 60;SI;SI;CALI;NO;1;0;2235750
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;CALIMA;NO;1;1;17805
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Arauca;JUVENTUD 18 - 28;NO;SI;SARAVENA;NO;1;1;52711
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Cundinamarca;JUVENTUD 18 - 28;NO;SI;GACHANCIPÁ;NO;1;1;15569
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Magdalena;ADULTEZ 29 - 59;NO;SI;SANTA MARTA;NO;1;0;509999
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Sucre;ADULTEZ 29 - 59;NO;SI;SINCELEJO;NO;1;0;282094
2019;2019;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Magdalena;JUVENTUD 18 - 28;NO;SI;SANTA MARTA;NO;1;0;509999
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;MEDELLÍN;NO;1;0;2455072
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;NO;SI;GIRARDOTA;NO;1;1;50020
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;BELLO;NO;1;1;530371
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;COPACABANA;NO;1;1;75563
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;LA ESTRELLA;NO;1;1;69149
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;MEDELLÍN;NO;1;0;2455072
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;NO;SI;RIONEGRO;NO;1;1;131004
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;BELLO;NO;1;1;530371
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;ITAGUI;NO;1;1;280273
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;MARINILLA;NO;1;1;62697
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTEZ 29 - 59;SI;SI;MEDELLÍN;NO;1;0;2455072
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTO MAYOR DE 60;NO;SI;BELLO;NO;1;1;530371
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTO MAYOR DE 60;NO;SI;MEDELLÍN;NO;1;0;2455072
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;ADULTO MAYOR DE 60;SI;SI;BELLO;NO;1;1;530371
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;NO;SI;MEDELLÍN;NO;1;0;2455072
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;SI;ITAGUI;NO;1;1;280273
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;SI;MEDELLÍN;NO;1;0;2455072
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;JUVENTUD 18 - 28;SI;SI;RETIRO;NO;1;1;22742
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;PRE-ADOLESCENTE 12 - 13;NO;SI;MEDELLÍN;NO;1;0;2455072
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;PRE-ADOLESCENTE 12 - 13;SI;SI;MEDELLÍN;NO;1;0;2455072
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Atlántico;JUVENTUD 18 - 28;SI;SI;BARRANQUILLA;NO;1;0;1224588
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;SI;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;SI;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ADULTEZ 29 - 59;SI;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;SI;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;JUVENTUD 18 - 28;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Bolívar;ADULTEZ 29 - 59;SI;SI;CARTAGENA;NO;1;0;987889
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Boyaca;ADULTEZ 29 - 59;SI;SI;TUNJA;NO;1;0;168576
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Boyaca;JUVENTUD 18 - 28;SI;SI;TÓPAGA;NO;1;1;3598
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Caldas;ADULTEZ 29 - 59;SI;SI;PÁCORA;NO;1;1;15501
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Caquetá;ADULTEZ 29 - 59;NO;SI;BELÉN DE LOS ANDAQUIES;NO;1;1;11250
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Caquetá;JUVENTUD 18 - 28;NO;SI;BELÉN DE LOS ANDAQUIES;NO;1;1;11250
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Caquetá;JUVENTUD 18 - 28;SI;SI;CARTAGENA DEL CHAIRÁ;NO;1;1;29635
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Caquetá;JUVENTUD 18 - 28;SI;SI;FLORENCIA;NO;1;0;167544
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Casanare;ADOLESCENTE 14 - 17;NO;SI;PAZ DE ARIPORO;NO;1;1;35120
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Casanare;ADULTEZ 29 - 59;NO;SI;OROCUÉ;NO;1;1;11864
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Casanare;ADULTEZ 29 - 59;SI;SI;AGUAZUL;NO;1;1;35859
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Casanare;ADULTEZ 29 - 59;SI;SI;TRINIDAD;NO;1;1;12872
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;NO;SI;CALDONO;NO;1;1;38880
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;ADULTEZ 29 - 59;SI;SI;SANTANDER DE QUILICHAO;NO;1;1;108564
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;JUVENTUD 18 - 28;NO;SI;SUÁREZ;NO;1;1;31395
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;JUVENTUD 18 - 28;SI;SI;INZÁ;NO;1;1;28326
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cesar;JUVENTUD 18 - 28;SI;SI;VALLEDUPAR;NO;1;0;501742
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Chocó;ADULTEZ 29 - 59;NO;SI;ATRATO;NO;1;1;5981
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Chocó;ADULTEZ 29 - 59;SI;SI;ATRATO;NO;1;1;5981
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Chocó;ADULTEZ 29 - 59;SI;SI;MEDIO SAN JUAN;NO;1;1;10452
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Córdoba;JUVENTUD 18 - 28;NO;SI;PUERTO LIBERTADOR;NO;1;1;40632
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ADULTEZ 29 - 59;NO;SI;MOSQUERA;NO;1;1;117990
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ADULTEZ 29 - 59;NO;SI;ZIPAQUIRÁ;NO;1;1;120816
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ADULTEZ 29 - 59;SI;SI;FACATATIVÁ;NO;1;1;128492
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ADULTEZ 29 - 59;SI;SI;SOACHA;NO;1;1;684775
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;ADULTEZ 29 - 59;SI;SI;TENA;NO;1;1;8979
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;JUVENTUD 18 - 28;SI;SI;SOACHA;NO;1;1;684775
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Guaviare;INFANCIA 6 - 11;SI;SI;EL RETORNO;NO;1;1;12917
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Huila;JUVENTUD 18 - 28;SI;SI;TELLO;NO;1;1;11803
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Huila;ADULTEZ 29 - 59;SI;SI;NEIVA;NO;1;0;359332
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;ADULTEZ 29 - 59;NO;SI;FUNDACIÓN;NO;1;1;64303
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Meta;ADULTEZ 29 - 59;NO;SI;CUMARAL;NO;1;1;22318
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Meta;ADOLESCENTE 14 - 17;SI;SI;VILLAVICENCIO;NO;1;0;535328
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Nariño;JUVENTUD 18 - 28;SI;SI;TANGUA;NO;1;1;13410
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Norte de Santander;JUVENTUD 18 - 28;SI;SI;LA ESPERANZA;NO;1;1;10648
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ADULTEZ 29 - 59;NO;SI;CÚCUTA;NO;1;0;730204
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Putumayo;ADULTEZ 29 - 59;SI;SI;PUERTO GUZMÁN;NO;1;1;34066
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Quindío;JUVENTUD 18 - 28;NO;SI;ARMENIA;NO;1;0;297655
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Risaralda;JUVENTUD 18 - 28;NO;SI;MARSELLA;NO;1;1;17151
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Risaralda;JUVENTUD 18 - 28;SI;SI;PEREIRA;NO;1;0;469876
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;SI;SI;CHIPATÁ;NO;1;1;5130
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;NO;SI;GIRÓN;NO;1;1;154249
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;SI;SI;BARRANCABERMEJA;NO;1;1;205521
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Santander;ADULTEZ 29 - 59;SI;SI;RIONEGRO;NO;1;1;131004
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Santander;JUVENTUD 18 - 28;NO;SI;GIRÓN;NO;1;1;154249
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Sucre;ADULTEZ 29 - 59;SI;SI;SINCELEJO;NO;1;0;282094
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Tolima;ADOLESCENTE 14 - 17;SI;SI;IBAGUÉ;NO;1;0;532851
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Tolima;ADULTEZ 29 - 59;NO;SI;IBAGUÉ;NO;1;0;532851
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;NO;SI;ESPINAL;NO;1;1;70300
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;NO;SI;LÍBANO;NO;1;1;37147
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;NO;SI;RIOBLANCO;NO;1;1;22774
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Tolima;JUVENTUD 18 - 28;SI;SI;CARMEN DE APICALÁ;NO;1;1;9968
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;PALMIRA;NO;1;1;350812
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;FLORIDA;NO;1;1;56767
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;OBANDO;NO;1;1;12462
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;JAMUNDÍ;NO;1;1;154886
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;PALMIRA;NO;1;1;350812
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTEZ 29 - 59;SI;SI;PRADERA;NO;1;1;47201
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ADULTO MAYOR DE 60;SI;SI;CALI;NO;1;0;2235750
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;JUVENTUD 18 - 28;NO;SI;DAGUA;NO;1;1;47577
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;PRIMERA INFANCIA 0 - 5;SI;SI;CALI;NO;1;0;2235750
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 6, 7 Y 6 (SIC) DEL ART. 104. ART. 104B L.G Modificado Ley 2197 de 2022;Magdalena;JUVENTUD 18 - 28;NO;SI;CIÉNAGA;NO;1;1;117834
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Cundinamarca;JUVENTUD 18 - 28;NO;SI;FACATATIVÁ;NO;1;1;128492
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Cundinamarca;ADULTEZ 29 - 59;NO;SI;CAQUEZA;NO;1;1;16377
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Valle del Cauca;ADULTEZ 29 - 59;NO;SI;GUADALAJARA DE BUGA;NO;1;1;126571
2019;2019;SI;SI;FEMINICIDIO ART. 104A C.P. AGRAVADO POR AGRESION SEXUAL, FISICA O PSICOLOGICA. ART. 104B L.F;BOGOTÁ, D. C.;ADULTEZ 29 - 59;NO;SI;BOGOTÁ, D.C.;NO;1;0;7497976
